Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Perry,04/19/2021,15,13.6,3511,46272,32.4,29.3,7587.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Westmoreland,03/03/2021,67,64.9,27017,348899,19.2,18.6,7743.5,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Beaver,12/15/2020,209,186.1,6623,163929,127.5,113.6,4040.2,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Mifflin,12/31/2020,42,36.9,3466,46138,91,79.9,7512.2,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Washington,01/06/2021,120,133.1,9928,206865,58,64.4,4799.3,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Clinton,03/22/2021,4,9,3001,38632,10.4,23.3,7768.2,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Schuylkill,07/09/2020,5,2.4,780,141359,3.5,1.7,551.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Lackawanna,09/08/2020,7,14.7,2236,209674,3.3,7,1066.4,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Perry,05/26/2020,5,2.1,55,46272,10.8,4.6,118.9,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Washington,08/31/2020,9,11.7,1072,206865,4.4,5.7,518.2,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Cumberland,01/13/2021,130,149.4,12347,253370,51.3,59,4873.1,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Philadelphia,03/28/2021,371,514.1,124127,1584064,23.4,32.5,7836,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Lycoming,04/07/2021,41,43.1,10574,113299,36.2,38.1,9332.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Snyder,06/09/2020,2,2,61,40372,5,5,151.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Clearfield,04/06/2021,51,35.7,7461,79255,64.3,45.1,9413.9,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Butler,01/06/2021,124,141.4,10376,187853,66,75.3,5523.5,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Crawford,12/12/2020,100,176,3708,84629,118.2,208,4381.5,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Tioga,09/18/2020,7,2,70,40591,17.2,4.9,172.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Beaver,12/07/2020,79,140.3,5122,163929,48.2,85.6,3124.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Washington,07/25/2020,13,15.4,677,206865,6.3,7.5,327.3,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Cumberland,01/04/2021,145,114.7,10926,253370,57.2,45.3,4312.3,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cambria,04/20/2021,58,49.7,13276,130192,44.5,38.2,10197.2,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Butler,01/16/2021,102,119.3,11730,187853,54.3,63.5,6244.2,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Snyder,05/15/2020,0,0.1,39,40372,0,0.4,96.6,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Beaver,09/02/2020,23,17.1,1677,163929,14,10.5,1023,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Washington,11/16/2020,111,82.7,3220,206865,53.7,40,1556.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Beaver,12/01/2020,186,105.4,4326,163929,113.5,64.3,2638.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Lackawanna,06/24/2020,10,5.9,1657,209674,4.8,2.8,790.3,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Clearfield,04/12/2021,36,34.7,7653,79255,45.4,43.8,9656.2,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Lehigh,04/12/2021,250,151.3,36034,369318,67.7,41,9756.9,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lackawanna,07/06/2020,7,5.9,1753,209674,3.3,2.8,836.1,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Columbia,11/17/2020,13,16.3,1284,64964,20,25.1,1976.5,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Tioga,01/10/2021,8,17.9,2141,40591,19.7,44,5274.6,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Westmoreland,12/26/2020,179,268.1,18349,348899,51.3,76.9,5259.1,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Washington,04/06/2021,64,63.4,15566,206865,30.9,30.7,7524.7,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Butler,03/17/2021,50,43.4,14638,187853,26.6,23.1,7792.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Lehigh,04/04/2021,114,157.1,34829,369318,30.9,42.5,9430.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lycoming,02/19/2021,42,36,9122,113299,37.1,31.8,8051.3,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Cambria,04/17/2021,50,55.9,13110,130192,38.4,42.9,10069.7,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Westmoreland,07/24/2020,19,20.4,1292,348899,5.4,5.9,370.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Venango,02/05/2021,19,13.7,3224,50668,37.5,27.1,6363,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Washington,03/13/2021,16,34.4,14182,206865,7.7,16.6,6855.7,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Lackawanna,07/08/2020,6,5.4,1763,209674,2.9,2.6,840.8,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Elk,12/29/2020,23,24.6,1386,29910,76.9,82.2,4633.9,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Franklin,04/11/2021,14,43.3,13980,155027,9,27.9,9017.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Cumberland,09/10/2020,13,10.9,1677,253370,5.1,4.3,661.9,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Greene,10/18/2020,1,1.9,228,36233,2.8,5.1,629.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Westmoreland,09/21/2020,13,14.4,2117,348899,3.7,4.1,606.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Beaver,09/01/2020,11,15.3,1654,163929,6.7,9.3,1009,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Westmoreland,11/28/2020,171,233.9,9175,348899,49,67,2629.7,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
York,02/14/2021,79,149.4,34532,449058,17.6,33.3,7689.9,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Westmoreland,08/07/2020,19,13.7,1538,348899,5.4,3.9,440.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Bradford,12/13/2020,19,42.9,2534,60323,31.5,71,4200.7,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Dauphin,10/12/2020,24,35.6,4242,278299,8.6,12.8,1524.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Bradford,12/24/2020,27,33.3,2976,60323,44.8,55.2,4933.4,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lancaster,05/05/2020,27,48.7,2048,545724,4.9,8.9,375.3,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Westmoreland,08/27/2020,14,13.4,1808,348899,4,3.8,518.2,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Franklin,02/02/2021,30,44,11599,155027,19.4,28.4,7481.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Cambria,01/31/2021,24,36.1,10825,130192,18.4,27.8,8314.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lawrence,03/17/2021,19,15.6,6345,85512,22.2,18.2,7420,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Mercer,10/21/2020,19,11.6,954,109424,17.4,10.6,871.8,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Delaware,11/12/2020,222,200.6,16254,566747,39.2,35.4,2867.9,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Venango,02/24/2021,12,8.6,3380,50668,23.7,16.9,6670.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Elk,04/17/2021,2,8,2742,29910,6.7,26.7,9167.5,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Tioga,06/27/2020,0,0.3,25,40591,0,0.7,61.6,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Westmoreland,08/17/2020,13,11.6,1656,348899,3.7,3.3,474.6,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Lycoming,03/07/2021,13,23.7,9552,113299,11.5,20.9,8430.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Mifflin,12/05/2020,58,70.4,2253,46138,125.7,152.6,4883.2,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Mifflin,01/07/2021,45,34.7,3709,46138,97.5,75.2,8038.9,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Wayne,06/18/2020,0,0.4,130,51361,0,0.8,253.1,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Delaware,10/15/2020,67,64.3,12590,566747,11.8,11.3,2221.4,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Clinton,05/26/2020,0,1.4,55,38632,0,3.7,142.4,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Warren,12/12/2020,24,48.7,794,39191,61.2,124.3,2026,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Lackawanna,11/13/2020,43,37.6,4378,209674,20.5,17.9,2088,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Greene,12/29/2020,46,29,1657,36233,127,80,4573.2,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Snyder,09/03/2020,1,2.4,182,40372,2.5,6,450.8,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Tioga,09/21/2020,0,1.9,73,40591,0,4.6,179.8,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Elk,09/25/2020,0,0.6,76,29910,0,1.9,254.1,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Tioga,03/15/2021,5,2.6,2520,40591,12.3,6.3,6208.3,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Tioga,08/12/2020,1,0.4,43,40591,2.5,1.1,105.9,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Washington,03/25/2021,95,57.7,14792,206865,45.9,27.9,7150.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Cumberland,12/10/2020,189,171.6,7178,253370,74.6,67.7,2833,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Somerset,04/23/2021,22,22.9,7416,73447,30,31.1,10097.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lawrence,02/13/2021,10,22.7,5805,85512,11.7,26.6,6788.5,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Lycoming,04/15/2021,44,37.9,10876,113299,38.8,33.4,9599.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Washington,05/24/2020,0,1,144,206865,0,0.5,69.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Greene,10/16/2020,3,1.6,224,36233,8.3,4.3,618.2,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Snyder,05/19/2020,0,0,39,40372,0,0,96.6,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Clarion,12/08/2020,46,47,1416,38438,119.7,122.3,3683.9,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Mifflin,03/18/2021,5,5,4714,46138,10.8,10.8,10217.2,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Butler,04/08/2021,79,58.3,15825,187853,42.1,31,8424.1,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Cambria,11/11/2020,76,63.3,1887,130192,58.4,48.6,1449.4,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Crawford,12/29/2020,52,46.9,4860,84629,61.4,55.4,5742.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Union,03/11/2021,5,7,5271,44923,11.1,15.6,11733.4,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Washington,05/03/2020,1,2,128,206865,0.5,1,61.9,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Lawrence,01/29/2021,28,27,5466,85512,32.7,31.6,6392.1,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Lawrence,03/28/2021,15,23.9,6579,85512,17.5,27.9,7693.7,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Montour,07/13/2020,1,0.4,82,18230,5.5,2.4,449.8,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Wayne,05/05/2020,0,2.1,103,51361,0,4.2,200.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Crawford,06/25/2020,1,1.6,54,84629,1.2,1.9,63.8,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Delaware,09/28/2020,62,43.1,11649,566747,10.9,7.6,2055.4,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Cambria,12/24/2020,58,92.4,8361,130192,44.5,71,6422.1,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Montour,05/09/2020,0,0,51,18230,0,0,279.8,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Beaver,08/28/2020,23,14.4,1618,163929,14,8.8,987,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Mercer,04/07/2021,15,18,8670,109424,13.7,16.4,7923.3,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Lawrence,02/26/2021,22,15.6,6025,85512,25.7,18.2,7045.8,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Venango,02/26/2021,8,8.4,3393,50668,15.8,16.6,6696.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Carbon,04/16/2021,21,24.9,5844,64182,32.7,38.7,9105.4,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Cambria,10/06/2020,31,15.3,720,130192,23.8,11.7,553,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Clinton,02/05/2021,21,12.6,2605,38632,54.4,32.5,6743.1,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Union,03/12/2021,12,7.6,5283,44923,26.7,16.9,11760.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Delaware,10/28/2020,114,110.9,13818,566747,20.1,19.6,2438.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Philadelphia,12/02/2020,965,814.3,65711,1584064,60.9,51.4,4148.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Cumberland,04/05/2021,41,49.7,18246,253370,16.2,19.6,7201.3,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Bradford,03/28/2021,21,20,4774,60323,34.8,33.2,7914.1,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Crawford,01/26/2021,36,25.6,5876,84629,42.5,30.2,6943.2,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Venango,02/25/2021,5,7.9,3385,50668,9.9,15.5,6680.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Perry,04/10/2021,2,13,3375,46272,4.3,28.1,7293.8,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Lawrence,05/28/2020,1,0.3,78,85512,1.2,0.3,91.2,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Warren,01/17/2021,21,14,1881,39191,53.6,35.7,4799.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Lycoming,11/04/2020,9,9,1067,113299,7.9,7.9,941.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Westmoreland,01/03/2021,226,255.4,20220,348899,64.8,73.2,5795.4,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Mifflin,10/16/2020,13,6.7,321,46138,28.2,14.6,695.7,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Cumberland,03/20/2021,35,47.1,17457,253370,13.8,18.6,6889.9,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Butler,01/04/2021,143,142.6,10024,187853,76.1,75.9,5336.1,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Susquehanna,09/27/2020,0,0.1,301,40328,0,0.4,746.4,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Cambria,07/06/2020,6,3.3,112,130192,4.6,2.5,86,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lycoming,01/15/2021,72,76.3,7397,113299,63.5,67.3,6528.7,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Cambria,11/21/2020,206,145.7,3233,130192,158.2,111.9,2483.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Fayette,05/10/2020,1,0.4,93,129274,0.8,0.3,71.9,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Luzerne,07/11/2020,9,8,3036,317417,2.8,2.5,956.5,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Lehigh,03/16/2021,92,93,32196,369318,24.9,25.2,8717.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Clinton,04/07/2021,11,11.7,3204,38632,28.5,30.3,8293.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Cumberland,01/17/2021,74,104.4,12714,253370,29.2,41.2,5018,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Lycoming,08/14/2020,13,8.7,452,113299,11.5,7.7,398.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Cambria,03/22/2021,28,15.1,12090,130192,21.5,11.6,9286.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Mercer,04/20/2021,35,24.1,8979,109424,32,22.1,8205.7,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Washington,04/11/2021,30,69.7,15883,206865,14.5,33.7,7678,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Cameron,04/16/2021,1,0.4,286,4447,22.5,9.6,6431.3,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Clearfield,04/08/2021,50,35.7,7542,79255,63.1,45.1,9516.1,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Philadelphia,10/22/2020,415,271.1,37082,1584064,26.2,17.1,2340.9,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Lycoming,01/29/2021,59,50.9,8149,113299,52.1,44.9,7192.5,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Philadelphia,02/25/2021,200,235.7,112972,1584064,12.6,14.9,7131.8,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Wyoming,01/29/2021,3,6.9,1058,26794,11.2,25.6,3948.6,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Northampton,12/14/2020,149,257.1,12932,305285,48.8,84.2,4236,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Clinton,04/19/2021,19,15.7,3398,38632,49.2,40.7,8795.8,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Erie,05/22/2020,17,10.6,213,269728,6.3,3.9,79,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Perry,04/15/2021,14,15,3463,46272,30.3,32.4,7484,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Columbia,11/22/2020,11,21.4,1373,64964,16.9,33,2113.5,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Snyder,03/31/2020,0,0.3,3,40372,0,0.7,7.4,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lackawanna,07/26/2020,6,7.3,1873,209674,2.9,3.5,893.3,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Greene,04/02/2021,12,13.3,2910,36233,33.1,36.7,8031.4,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Cumberland,10/06/2020,16,15,2037,253370,6.3,5.9,804,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Butler,06/24/2020,3,2.7,282,187853,1.6,1.4,150.1,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Venango,05/07/2020,0,0,9,50668,0,0,17.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lawrence,04/11/2021,15,22.4,6892,85512,17.5,26.2,8059.7,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Mifflin,04/21/2021,16,12.3,5019,46138,34.7,26.6,10878.2,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Schuylkill,07/31/2020,5,5.9,899,141359,3.5,4.1,636,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Carbon,02/04/2021,26,24.7,4522,64182,40.5,38.5,7045.6,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Cambria,10/13/2020,9,12.7,809,130192,6.9,9.8,621.4,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Warren,02/11/2021,4,6.4,2100,39191,10.2,16.4,5358.4,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Columbia,01/19/2021,37,40,3845,64964,57,61.6,5918.7,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Mercer,04/17/2021,12,23,8905,109424,11,21,8138.1,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Lackawanna,09/29/2020,15,26.1,2630,209674,7.2,12.5,1254.3,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Perry,05/09/2020,1,0.1,35,46272,2.2,0.3,75.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Adams,03/10/2020,0,0,0,103009,0,0,0,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Northumberland,05/15/2020,3,2.6,147,90843,3.3,2.8,161.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Washington,02/09/2021,40,54.9,13140,206865,19.3,26.5,6352,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
York,09/11/2020,132,54.1,4134,449058,29.4,12.1,920.6,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Clarion,11/12/2020,29,23,477,38438,75.4,59.8,1241,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Westmoreland,08/31/2020,5,10.7,1839,348899,1.4,3.1,527.1,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Cambria,04/03/2021,26,31.7,12433,130192,20,24.4,9549.7,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,01/19/2021,77,65.6,10303,130192,59.1,50.4,7913.7,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Warren,12/08/2020,67,42,639,39191,171,107.2,1630.5,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Cumberland,03/02/2021,56,91.9,16625,253370,22.1,36.3,6561.6,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Washington,04/09/2020,3,4.1,69,206865,1.5,2,33.4,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Wyoming,01/22/2021,12,6.3,1010,26794,44.8,23.5,3769.5,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Westmoreland,11/23/2020,245,211,7948,348899,70.2,60.5,2278,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Tioga,07/11/2020,0,0.4,31,40591,0,1.1,76.4,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Elk,01/03/2021,5,29.3,1526,29910,16.7,97.9,5102,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Perry,08/07/2020,2,0.9,132,46272,4.3,1.9,285.3,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Tioga,09/05/2020,0,0,54,40591,0,0,133,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Cumberland,04/21/2021,54,59.6,19209,253370,21.3,23.5,7581.4,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Lehigh,03/12/2021,111,78.4,31856,369318,30.1,21.2,8625.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Greene,12/09/2020,28,24.4,969,36233,77.3,67.4,2674.4,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Mifflin,01/09/2021,25,31.3,3765,46138,54.2,67.8,8160.3,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Lycoming,02/27/2021,21,32.6,9368,113299,18.5,28.7,8268.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Dauphin,11/01/2020,30,49.7,5042,278299,10.8,17.9,1811.7,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
York,03/01/2021,67,87.1,35971,449058,14.9,19.4,8010.3,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
